npcMode,id,name,특징설명,hullTypeId,captainId,homeSystemId,maxHp,maxShield,armor,attackBonus,damageDiceCount,damageDiceSides,damageDiceBonus,maxMoveSpeedPxPerMs,accelPxPerMs2,maxTurnRateRadPerMs,turnAccelRadPerMs2,detectRangeScale,laserCooldownJitterMinMs,laserCooldownJitterMaxMs,missileCooldownJitterMinMs,missileCooldownJitterMaxMs,salvoStepMinMs,salvoStepMaxMs,engageStartDelayMinMs,engageStartDelayMaxMs,laserWeaponId,missileWeaponId,closeRangeWeaponId,auxWeaponId,infoLineSuffix,arcTrafficDwellRadPerSec,arcTrafficPhaseDurationMul,arcTrafficPlanetDwellSecMin,arcTrafficPlanetDwellSecMax,portraitImageAssetKey,topViewImageAssetKey,tradePortListed,strStat,dexStat,sizeClass,expReward,combatLevel,size,proficiencyMultiplier,capitalShipArchetype,name_en
combat,Player_dreadnought_mk1,드레드노트,드레드노트/팬텀 동시. HP 680 · 실드 265 · 장갑 19. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_siege_01,Player_pilot,draco_nebula,680,265,19,12,2,8,3,0.0195,0.000032,0.00175,0.000048,0.96,120,480,500,1800,380,580,0,900,w_laser_heavy_01,w_missile_nova_01,w_missile_arc_005,,P-DR1|trade:25000000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,20,10,3,192,65,3,1.21,fighter,Dreadnought
combat,Player_super_capital_mk1,슈퍼캐피털,슈퍼캐피털/팬텀 동시. HP 800 · 실드 295 · 장갑 20. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_line_01,Player_pilot,draco_nebula,800,295,20,15,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_heavy_01,w_missile_guided_triple_01,w_missile_arc_005,,P-SC1|trade:50000000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,21,11,3,280,72,3,1.31,fighter,Super Capital
combat,Player_apex_legend_mk1,아펙스 레전드,아펙스/팬텀 레전드 동시. HP 880 · 실드 320 · 장갑 21. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_line_01,Player_pilot,draco_nebula,880,320,21,17,2,8,3,0.02,0.000032,0.00175,0.000048,1,120,480,500,1800,380,580,0,900,w_laser_arc_019,w_missile_arc_072,w_missile_arc_005,,P-APX|trade:100000000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,22,12,4,320,80,4,1.33,fighter,Apex Legend
combat,player_wave_ship,웨이브 디펜스 전함,,hull_cap_line_01,Player_pilot,arcadia,3700,1500,32,23,7,12,34,0.0238,0.000039,0.0021,0.00006,1.1,80,320,390,1280,360,520,0,780,w_laser_arc_064,w_missile_arc_072,w_missile_arc_005,,WAVE-PS|trade:1,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,38,26,2,4200,30,3,1.3,special,Wave Defense Battleship
combat,Player_hunter_mk1,헌터 구축함,가디언(격투)/헌터(정찰) 동시. HP 450 · 실드 125 · 장갑 10. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_raider_01,Player_pilot,draco_nebula,450,125,10,12,4,8,6,0.0285,0.000044,0.00235,0.000068,1.14,75,280,340,1200,300,440,0,850,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,P-H1|trade:1200000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,11,18,1,115,15,3,1.12,ranger,Hunter Destroyer
combat,Player_hunter_mk2,헌터 구축함 Mk.II,가디언 Mk.II/헌터 Mk.II 동시. HP 480 · 실드 135 · 장갑 11. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_raider_01,Player_pilot,draco_nebula,480,135,11,13,4,8,7,0.0295,0.000044,0.00235,0.000068,1.15,72,270,320,1150,300,440,0,850,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,P-H2|trade:1800000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,11,19,1,130,25,3,1.13,ranger,Hunter Destroyer Mk.II
combat,Player_shadow_cruiser_mk1,섀도우 순양함,오라클/섀도우 순양함 동시. HP 470 · 실드 140 · 장갑 11. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_patrol_01,Player_pilot,draco_nebula,470,140,11,13,4,8,7,0.0275,0.000044,0.00235,0.000068,1.16,70,260,310,1100,300,440,0,850,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,P-SH1|trade:5000000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,12,19,2,135,31,3,1.15,ranger,Shadow Cruiser
combat,Player_shadow_cruiser_mk2,섀도우 순양함 Mk.II,오라클 Mk.II/섀도우 Mk.II 동시. HP 490 · 실드 148 · 장갑 12. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_patrol_01,Player_pilot,draco_nebula,490,148,12,14,4,8,8,0.028,0.000044,0.00235,0.000068,1.17,70,260,310,1100,300,440,0,850,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,P-SH2|trade:7500000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,12,20,2,135,40,3,1.15,ranger,Shadow Cruiser Mk.II
combat,Player_raptor_bc_mk1,랩터 순양전함,소버린/랩터 순양전함 동시. HP 500 · 실드 155 · 장갑 12. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_raider_01,Player_pilot,draco_nebula,500,155,12,14,4,8,8,0.0278,0.000044,0.00235,0.000068,1.18,70,260,310,1100,300,440,0,850,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,P-RBC1|trade:15000000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,12,20,2,138,52,3,1.15,ranger,Raptor Battlecruiser
combat,Player_raptor_bc_apex,랩터 순양전함·완성형,소버린/랩터 완성형 동시. HP 520 · 실드 165 · 장갑 13. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_raider_01,Player_pilot,draco_nebula,520,165,13,15,4,8,9,0.0282,0.000044,0.00235,0.000068,1.19,70,260,310,1100,300,440,0,850,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,P-RBCX|trade:0,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,13,21,2,138,60,3,1.15,ranger,Raptor Battlecruiser Apex
combat,Player_phantom_dreadnought_mk1,팬텀 드레드노트,드레드노트/팬텀 동시. HP 540 · 실드 175 · 장갑 13. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_patrol_01,Player_pilot,draco_nebula,540,175,13,15,4,8,9,0.027,0.000044,0.00235,0.000068,1.2,68,250,300,1050,300,440,0,850,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,P-PDR1|trade:25000000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,13,21,3,192,65,3,1.21,ranger,Phantom Dreadnought
combat,Player_phantom_super_capital_mk1,팬텀 슈퍼캐피털,슈퍼캐피털/팬텀 동시. HP 580 · 실드 190 · 장갑 14. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_raider_01,Player_pilot,draco_nebula,580,190,14,16,4,8,10,0.0268,0.000044,0.00235,0.000068,1.21,70,260,310,1100,300,440,0,850,w_laser_light_01,w_missile_guided_triple_01,w_missile_arc_005,,P-PHSC1|trade:50000000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,13,22,3,280,72,3,1.31,ranger,Phantom Super Capital
combat,Player_phantom_apex_legend_mk1,팬텀 레전드,아펙스/팬텀 레전드 동시. HP 620 · 실드 205 · 장갑 15. 구매 시 조선소 격납고에 인도됩니다.,hull_cap_patrol_01,Player_pilot,draco_nebula,620,205,15,18,4,8,11,0.0265,0.000044,0.00235,0.000068,1.22,70,260,310,1100,300,440,0,850,w_laser_arc_019,w_missile_arc_072,w_missile_arc_005,,P-PAPX|trade:100000000,0.46,2,60,600,assets/images/ship/ship_001.png,assets/images/ship/ship_top_002.png,TRUE,14,23,4,320,80,3,1.33,ranger,Phantom Legend
combat,npc_wave_invader_t1,웨이브 적함 T1(기본),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T1,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t2,웨이브 적함 T2(로켓 연발),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T2,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t3,웨이브 적함 T3(유격 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T3,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t4,웨이브 적함 T4(고속 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T4,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t5,웨이브 적함 T5(융합 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T5,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t6,웨이브 적함 T6(중형 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T6,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t7,웨이브 적함 T7(레일 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T7,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t8,웨이브 적함 T8(근거리 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T8,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t9,웨이브 적함 T9(연발 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T9,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t10,웨이브 적함 T10(플라즈마 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T10,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t11,웨이브 적함 T11(지역 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T11,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t12,웨이브 적함 T12(섬멸 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T12,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t13,웨이브 적함 T13(가이드 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T13,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t14,웨이브 적함 T14(플라즈노바 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T14,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t15,웨이브 적함 T15(근격 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T15,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t16,웨이브 적함 T16(하이퍼 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T16,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t17,웨이브 적함 T17(카이로스 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T17,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t18,웨이브 적함 T18(시귤러리티 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T18,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t19,웨이브 적함 T19(코스메가 로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T19,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t20,웨이브 적함 T20(속사+돌격드론),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_missile_arc_005,w_missile_arc_005,,WV-T20,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t21,웨이브 적함 T21(속사+폭격함재기),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T21,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t22,웨이브 적함 T22(위상+단거리로켓),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T22,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t23,웨이브 적함 T23(커팅+유도미사일),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T23,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t24,웨이브 적함 T24(돌격로켓+스파이크드론),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T24,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t25,웨이브 적함 T25(융합로켓+댄싱드론),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_007,w_missile_arc_005,,WV-T25,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t26,웨이브 적함 T26(입자포+침투함재기),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T26,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t27,웨이브 적함 T27(광자레이저+추적미사일),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T27,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
combat,npc_wave_invader_t28,웨이브 적함 T28(핵로켓+순항미사일),,hull_cap_patrol_01,npc_cpt_ai_robot_default,arcadia,80,40,8,4,1,8,2,0.018,0.000028,0.0016,0.000045,0.9,120,420,600,1800,360,520,0,800,w_laser_light_01,w_laser_arc_012,w_missile_arc_005,,WV-T28,0.46,2,60,600,assets/images/ship/npc_test_ship_001.png,assets/images/ship/ship_top_001.png,FALSE,8,8,0,10,1,3,1.01,neutral,
