planetId,tgId,role,synthSystemId,notesKo
synth_003_p,tg_005,demand,synth_003,runtime-cap
synth_003_p,tg_031,demand,synth_003,runtime-cap
synth_003_p,tg_033,demand,synth_003,runtime-cap
synth_003_p,tg_041,demand,synth_003,runtime-cap
synth_003_p,tg_043,demand,synth_003,runtime-cap
synth_003_p,tg_044,demand,synth_003,runtime-cap
synth_003_p,tg_047,demand,synth_003,runtime-cap
synth_003_p,tg_061,demand,synth_003,runtime-cap
synth_003_p,tg_062,demand,synth_003,runtime-cap
synth_003_p,tg_069,demand,synth_003,runtime-cap
synth_004_p,tg_005,supply,synth_004,runtime-cap
synth_004_p,tg_008,supply,synth_004,runtime-cap
synth_004_p,tg_011,supply,synth_004,runtime-cap
synth_004_p,tg_012,supply,synth_004,runtime-cap
synth_004_p,tg_014,supply,synth_004,runtime-cap
synth_004_p,tg_030,supply,synth_004,runtime-cap
synth_004_p,tg_032,supply,synth_004,runtime-cap
synth_004_p,tg_033,supply,synth_004,runtime-cap
synth_004_p,tg_034,supply,synth_004,runtime-cap
synth_004_p,tg_038,supply,synth_004,runtime-cap
synth_004_p,tg_004,demand,synth_004,runtime-cap
synth_004_p,tg_006,demand,synth_004,runtime-cap
synth_004_p,tg_007,demand,synth_004,runtime-cap
synth_004_p,tg_023,demand,synth_004,runtime-cap
synth_004_p,tg_045,demand,synth_004,runtime-cap
synth_004_p,tg_076,demand,synth_004,runtime-cap
synth_004_p,tg_077,demand,synth_004,runtime-cap
synth_004_p,tg_085,demand,synth_004,runtime-cap
synth_004_p,tg_089,demand,synth_004,runtime-cap
synth_005_p,tg_006,supply,synth_005,runtime-cap
synth_005_p,tg_007,supply,synth_005,runtime-cap
synth_005_p,tg_010,supply,synth_005,runtime-cap
synth_005_p,tg_013,supply,synth_005,runtime-cap
synth_005_p,tg_045,supply,synth_005,runtime-cap
synth_005_p,tg_062,supply,synth_005,runtime-cap
synth_005_p,tg_001,demand,synth_005,runtime-cap
synth_005_p,tg_003,demand,synth_005,runtime-cap
synth_005_p,tg_011,demand,synth_005,runtime-cap
synth_005_p,tg_012,demand,synth_005,runtime-cap
synth_005_p,tg_015,demand,synth_005,runtime-cap
synth_005_p,tg_032,demand,synth_005,runtime-cap
synth_005_p,tg_034,demand,synth_005,runtime-cap
synth_005_p,tg_035,demand,synth_005,runtime-cap
synth_005_p,tg_036,demand,synth_005,runtime-cap
synth_005_p,tg_038,demand,synth_005,runtime-cap
synth_006_p,tg_001,supply,synth_006,runtime-cap
synth_006_p,tg_003,supply,synth_006,runtime-cap
synth_006_p,tg_015,supply,synth_006,runtime-cap
synth_006_p,tg_031,supply,synth_006,runtime-cap
synth_006_p,tg_035,supply,synth_006,runtime-cap
synth_006_p,tg_036,supply,synth_006,runtime-cap
synth_006_p,tg_040,supply,synth_006,runtime-cap
synth_006_p,tg_041,supply,synth_006,runtime-cap
synth_006_p,tg_043,supply,synth_006,runtime-cap
synth_006_p,tg_044,supply,synth_006,runtime-cap
synth_006_p,tg_002,demand,synth_006,runtime-cap
synth_006_p,tg_008,demand,synth_006,runtime-cap
synth_006_p,tg_009,demand,synth_006,runtime-cap
synth_006_p,tg_010,demand,synth_006,runtime-cap
synth_006_p,tg_013,demand,synth_006,runtime-cap
synth_006_p,tg_014,demand,synth_006,runtime-cap
synth_006_p,tg_030,demand,synth_006,runtime-cap
synth_006_p,tg_037,demand,synth_006,runtime-cap
synth_006_p,tg_039,demand,synth_006,runtime-cap
synth_006_p,tg_042,demand,synth_006,runtime-cap
synth_007_p,tg_002,supply,synth_007,runtime-cap
synth_007_p,tg_004,supply,synth_007,runtime-cap
synth_007_p,tg_009,supply,synth_007,runtime-cap
synth_007_p,tg_023,supply,synth_007,runtime-cap
synth_007_p,tg_037,supply,synth_007,runtime-cap
synth_007_p,tg_039,supply,synth_007,runtime-cap
synth_007_p,tg_052,supply,synth_007,runtime-cap
synth_007_p,tg_055,supply,synth_007,runtime-cap
synth_007_p,tg_057,supply,synth_007,runtime-cap
synth_007_p,tg_064,supply,synth_007,runtime-cap
synth_007_p,tg_005,demand,synth_007,runtime-cap
synth_007_p,tg_021,demand,synth_007,runtime-cap
synth_007_p,tg_024,demand,synth_007,runtime-cap
synth_007_p,tg_026,demand,synth_007,runtime-cap
synth_007_p,tg_031,demand,synth_007,runtime-cap
synth_007_p,tg_033,demand,synth_007,runtime-cap
synth_007_p,tg_041,demand,synth_007,runtime-cap
synth_007_p,tg_043,demand,synth_007,runtime-cap
synth_007_p,tg_044,demand,synth_007,runtime-cap
synth_007_p,tg_047,demand,synth_007,runtime-cap
synth_008_p,tg_005,supply,synth_008,runtime-cap
synth_008_p,tg_008,supply,synth_008,runtime-cap
synth_008_p,tg_011,supply,synth_008,runtime-cap
synth_008_p,tg_012,supply,synth_008,runtime-cap
synth_008_p,tg_014,supply,synth_008,runtime-cap
synth_008_p,tg_030,supply,synth_008,runtime-cap
synth_008_p,tg_032,supply,synth_008,runtime-cap
synth_008_p,tg_033,supply,synth_008,runtime-cap
synth_008_p,tg_034,supply,synth_008,runtime-cap
synth_008_p,tg_038,supply,synth_008,runtime-cap
synth_008_p,tg_004,demand,synth_008,runtime-cap
synth_008_p,tg_006,demand,synth_008,runtime-cap
synth_008_p,tg_007,demand,synth_008,runtime-cap
synth_008_p,tg_023,demand,synth_008,runtime-cap
synth_008_p,tg_045,demand,synth_008,runtime-cap
synth_008_p,tg_076,demand,synth_008,runtime-cap
synth_008_p,tg_077,demand,synth_008,runtime-cap
synth_008_p,tg_085,demand,synth_008,runtime-cap
synth_008_p,tg_089,demand,synth_008,runtime-cap
synth_009_p,tg_006,supply,synth_009,runtime-cap
synth_009_p,tg_007,supply,synth_009,runtime-cap
synth_009_p,tg_010,supply,synth_009,runtime-cap
synth_009_p,tg_013,supply,synth_009,runtime-cap
synth_009_p,tg_016,supply,synth_009,runtime-cap
synth_009_p,tg_018,supply,synth_009,runtime-cap
synth_009_p,tg_021,supply,synth_009,runtime-cap
synth_009_p,tg_022,supply,synth_009,runtime-cap
synth_009_p,tg_027,supply,synth_009,runtime-cap
synth_009_p,tg_045,supply,synth_009,runtime-cap
synth_009_p,tg_001,demand,synth_009,runtime-cap
synth_009_p,tg_003,demand,synth_009,runtime-cap
synth_009_p,tg_011,demand,synth_009,runtime-cap
synth_009_p,tg_012,demand,synth_009,runtime-cap
synth_009_p,tg_015,demand,synth_009,runtime-cap
synth_009_p,tg_017,demand,synth_009,runtime-cap
synth_009_p,tg_019,demand,synth_009,runtime-cap
synth_009_p,tg_020,demand,synth_009,runtime-cap
synth_009_p,tg_025,demand,synth_009,runtime-cap
synth_009_p,tg_028,demand,synth_009,runtime-cap
synth_010_p,tg_001,supply,synth_010,runtime-cap
synth_010_p,tg_003,supply,synth_010,runtime-cap
synth_010_p,tg_015,supply,synth_010,runtime-cap
synth_010_p,tg_031,supply,synth_010,runtime-cap
synth_010_p,tg_035,supply,synth_010,runtime-cap
synth_010_p,tg_036,supply,synth_010,runtime-cap
synth_010_p,tg_040,supply,synth_010,runtime-cap
synth_010_p,tg_041,supply,synth_010,runtime-cap
synth_010_p,tg_043,supply,synth_010,runtime-cap
synth_010_p,tg_044,supply,synth_010,runtime-cap
synth_010_p,tg_002,demand,synth_010,runtime-cap
synth_010_p,tg_008,demand,synth_010,runtime-cap
synth_010_p,tg_009,demand,synth_010,runtime-cap
synth_010_p,tg_010,demand,synth_010,runtime-cap
synth_010_p,tg_013,demand,synth_010,runtime-cap
synth_010_p,tg_014,demand,synth_010,runtime-cap
synth_010_p,tg_030,demand,synth_010,runtime-cap
synth_010_p,tg_037,demand,synth_010,runtime-cap
synth_010_p,tg_039,demand,synth_010,runtime-cap
synth_010_p,tg_042,demand,synth_010,runtime-cap
synth_011_p,tg_002,supply,synth_011,runtime-cap
synth_011_p,tg_004,supply,synth_011,runtime-cap
synth_011_p,tg_009,supply,synth_011,runtime-cap
synth_011_p,tg_023,supply,synth_011,runtime-cap
synth_011_p,tg_037,supply,synth_011,runtime-cap
synth_011_p,tg_039,supply,synth_011,runtime-cap
synth_011_p,tg_052,supply,synth_011,runtime-cap
synth_011_p,tg_055,supply,synth_011,runtime-cap
synth_011_p,tg_057,supply,synth_011,runtime-cap
synth_011_p,tg_064,supply,synth_011,runtime-cap
synth_011_p,tg_005,demand,synth_011,runtime-cap
synth_011_p,tg_031,demand,synth_011,runtime-cap
synth_011_p,tg_033,demand,synth_011,runtime-cap
synth_011_p,tg_041,demand,synth_011,runtime-cap
synth_011_p,tg_043,demand,synth_011,runtime-cap
synth_011_p,tg_044,demand,synth_011,runtime-cap
synth_011_p,tg_047,demand,synth_011,runtime-cap
synth_011_p,tg_061,demand,synth_011,runtime-cap
synth_011_p,tg_062,demand,synth_011,runtime-cap
synth_011_p,tg_069,demand,synth_011,runtime-cap
synth_012_p,tg_005,supply,synth_012,runtime-cap
synth_012_p,tg_008,supply,synth_012,runtime-cap
synth_012_p,tg_011,supply,synth_012,runtime-cap
synth_012_p,tg_012,supply,synth_012,runtime-cap
synth_012_p,tg_014,supply,synth_012,runtime-cap
synth_012_p,tg_030,supply,synth_012,runtime-cap
synth_012_p,tg_032,supply,synth_012,runtime-cap
synth_012_p,tg_033,supply,synth_012,runtime-cap
synth_012_p,tg_034,supply,synth_012,runtime-cap
synth_012_p,tg_038,supply,synth_012,runtime-cap
synth_012_p,tg_004,demand,synth_012,runtime-cap
synth_012_p,tg_006,demand,synth_012,runtime-cap
synth_012_p,tg_007,demand,synth_012,runtime-cap
synth_012_p,tg_023,demand,synth_012,runtime-cap
synth_012_p,tg_045,demand,synth_012,runtime-cap
synth_012_p,tg_076,demand,synth_012,runtime-cap
synth_012_p,tg_077,demand,synth_012,runtime-cap
synth_012_p,tg_085,demand,synth_012,runtime-cap
synth_012_p,tg_089,demand,synth_012,runtime-cap
synth_013_p,tg_006,supply,synth_013,runtime-cap
synth_013_p,tg_007,supply,synth_013,runtime-cap
synth_013_p,tg_010,supply,synth_013,runtime-cap
synth_013_p,tg_013,supply,synth_013,runtime-cap
synth_013_p,tg_045,supply,synth_013,runtime-cap
synth_013_p,tg_062,supply,synth_013,runtime-cap
synth_013_p,tg_001,demand,synth_013,runtime-cap
synth_013_p,tg_003,demand,synth_013,runtime-cap
synth_013_p,tg_011,demand,synth_013,runtime-cap
synth_013_p,tg_012,demand,synth_013,runtime-cap
synth_013_p,tg_015,demand,synth_013,runtime-cap
synth_013_p,tg_032,demand,synth_013,runtime-cap
synth_013_p,tg_034,demand,synth_013,runtime-cap
synth_013_p,tg_035,demand,synth_013,runtime-cap
synth_013_p,tg_036,demand,synth_013,runtime-cap
synth_013_p,tg_038,demand,synth_013,runtime-cap
synth_014_p,tg_001,supply,synth_014,runtime-cap
synth_014_p,tg_003,supply,synth_014,runtime-cap
synth_014_p,tg_015,supply,synth_014,runtime-cap
synth_014_p,tg_031,supply,synth_014,runtime-cap
synth_014_p,tg_035,supply,synth_014,runtime-cap
synth_014_p,tg_036,supply,synth_014,runtime-cap
synth_014_p,tg_040,supply,synth_014,runtime-cap
synth_014_p,tg_041,supply,synth_014,runtime-cap
synth_014_p,tg_043,supply,synth_014,runtime-cap
synth_014_p,tg_044,supply,synth_014,runtime-cap
synth_014_p,tg_002,demand,synth_014,runtime-cap
synth_014_p,tg_008,demand,synth_014,runtime-cap
synth_014_p,tg_009,demand,synth_014,runtime-cap
synth_014_p,tg_010,demand,synth_014,runtime-cap
synth_014_p,tg_013,demand,synth_014,runtime-cap
synth_014_p,tg_014,demand,synth_014,runtime-cap
synth_014_p,tg_030,demand,synth_014,runtime-cap
synth_014_p,tg_037,demand,synth_014,runtime-cap
synth_014_p,tg_039,demand,synth_014,runtime-cap
synth_014_p,tg_042,demand,synth_014,runtime-cap
synth_015_p,tg_002,supply,synth_015,runtime-cap
synth_015_p,tg_004,supply,synth_015,runtime-cap
synth_015_p,tg_009,supply,synth_015,runtime-cap
synth_015_p,tg_023,supply,synth_015,runtime-cap
synth_015_p,tg_037,supply,synth_015,runtime-cap
synth_015_p,tg_039,supply,synth_015,runtime-cap
synth_015_p,tg_052,supply,synth_015,runtime-cap
synth_015_p,tg_055,supply,synth_015,runtime-cap
synth_015_p,tg_057,supply,synth_015,runtime-cap
synth_015_p,tg_064,supply,synth_015,runtime-cap
synth_015_p,tg_005,demand,synth_015,runtime-cap
synth_015_p,tg_031,demand,synth_015,runtime-cap
synth_015_p,tg_033,demand,synth_015,runtime-cap
synth_015_p,tg_041,demand,synth_015,runtime-cap
synth_015_p,tg_043,demand,synth_015,runtime-cap
synth_015_p,tg_044,demand,synth_015,runtime-cap
synth_015_p,tg_047,demand,synth_015,runtime-cap
synth_015_p,tg_061,demand,synth_015,runtime-cap
synth_015_p,tg_062,demand,synth_015,runtime-cap
synth_015_p,tg_069,demand,synth_015,runtime-cap
synth_016_p,tg_005,supply,synth_016,runtime-cap
synth_016_p,tg_008,supply,synth_016,runtime-cap
synth_016_p,tg_011,supply,synth_016,runtime-cap
synth_016_p,tg_012,supply,synth_016,runtime-cap
synth_016_p,tg_014,supply,synth_016,runtime-cap
synth_016_p,tg_030,supply,synth_016,runtime-cap
synth_016_p,tg_032,supply,synth_016,runtime-cap
synth_016_p,tg_033,supply,synth_016,runtime-cap
synth_016_p,tg_034,supply,synth_016,runtime-cap
synth_016_p,tg_038,supply,synth_016,runtime-cap
synth_016_p,tg_004,demand,synth_016,runtime-cap
synth_016_p,tg_006,demand,synth_016,runtime-cap
synth_016_p,tg_007,demand,synth_016,runtime-cap
synth_016_p,tg_023,demand,synth_016,runtime-cap
synth_016_p,tg_045,demand,synth_016,runtime-cap
synth_016_p,tg_076,demand,synth_016,runtime-cap
synth_016_p,tg_077,demand,synth_016,runtime-cap
synth_017_p,tg_006,supply,synth_017,runtime-cap
synth_017_p,tg_007,supply,synth_017,runtime-cap
synth_017_p,tg_010,supply,synth_017,runtime-cap
synth_017_p,tg_013,supply,synth_017,runtime-cap
synth_017_p,tg_045,supply,synth_017,runtime-cap
synth_017_p,tg_046,supply,synth_017,runtime-cap
synth_017_p,tg_051,supply,synth_017,runtime-cap
synth_017_p,tg_053,supply,synth_017,runtime-cap
synth_017_p,tg_056,supply,synth_017,runtime-cap
synth_017_p,tg_062,supply,synth_017,runtime-cap
synth_017_p,tg_001,demand,synth_017,runtime-cap
synth_017_p,tg_003,demand,synth_017,runtime-cap
synth_017_p,tg_011,demand,synth_017,runtime-cap
synth_017_p,tg_012,demand,synth_017,runtime-cap
synth_017_p,tg_015,demand,synth_017,runtime-cap
synth_017_p,tg_032,demand,synth_017,runtime-cap
synth_017_p,tg_034,demand,synth_017,runtime-cap
synth_017_p,tg_035,demand,synth_017,runtime-cap
synth_017_p,tg_036,demand,synth_017,runtime-cap
synth_017_p,tg_038,demand,synth_017,runtime-cap
synth_018_p,tg_001,supply,synth_018,runtime-cap
synth_018_p,tg_003,supply,synth_018,runtime-cap
synth_018_p,tg_015,supply,synth_018,runtime-cap
synth_018_p,tg_017,supply,synth_018,runtime-cap
synth_018_p,tg_019,supply,synth_018,runtime-cap
synth_018_p,tg_020,supply,synth_018,runtime-cap
synth_018_p,tg_024,supply,synth_018,runtime-cap
synth_018_p,tg_025,supply,synth_018,runtime-cap
synth_018_p,tg_028,supply,synth_018,runtime-cap
synth_018_p,tg_029,supply,synth_018,runtime-cap
synth_018_p,tg_002,demand,synth_018,runtime-cap
synth_018_p,tg_008,demand,synth_018,runtime-cap
synth_018_p,tg_009,demand,synth_018,runtime-cap
synth_018_p,tg_010,demand,synth_018,runtime-cap
synth_018_p,tg_013,demand,synth_018,runtime-cap
synth_018_p,tg_014,demand,synth_018,runtime-cap
synth_018_p,tg_016,demand,synth_018,runtime-cap
synth_018_p,tg_018,demand,synth_018,runtime-cap
synth_018_p,tg_022,demand,synth_018,runtime-cap
synth_018_p,tg_027,demand,synth_018,runtime-cap
synth_019_p,tg_002,supply,synth_019,runtime-cap
synth_019_p,tg_004,supply,synth_019,runtime-cap
synth_019_p,tg_009,supply,synth_019,runtime-cap
synth_019_p,tg_023,supply,synth_019,runtime-cap
synth_019_p,tg_037,supply,synth_019,runtime-cap
synth_019_p,tg_039,supply,synth_019,runtime-cap
synth_019_p,tg_052,supply,synth_019,runtime-cap
synth_019_p,tg_055,supply,synth_019,runtime-cap
synth_019_p,tg_057,supply,synth_019,runtime-cap
synth_019_p,tg_064,supply,synth_019,runtime-cap
synth_019_p,tg_005,demand,synth_019,runtime-cap
synth_019_p,tg_021,demand,synth_019,runtime-cap
synth_019_p,tg_024,demand,synth_019,runtime-cap
synth_019_p,tg_031,demand,synth_019,runtime-cap
synth_019_p,tg_033,demand,synth_019,runtime-cap
synth_019_p,tg_041,demand,synth_019,runtime-cap
synth_019_p,tg_043,demand,synth_019,runtime-cap
synth_019_p,tg_044,demand,synth_019,runtime-cap
synth_019_p,tg_047,demand,synth_019,runtime-cap
synth_019_p,tg_061,demand,synth_019,runtime-cap
synth_020_p,tg_005,supply,synth_020,runtime-cap
synth_020_p,tg_008,supply,synth_020,runtime-cap
synth_020_p,tg_011,supply,synth_020,runtime-cap
synth_020_p,tg_012,supply,synth_020,runtime-cap
synth_020_p,tg_014,supply,synth_020,runtime-cap
synth_020_p,tg_030,supply,synth_020,runtime-cap
synth_020_p,tg_032,supply,synth_020,runtime-cap
synth_020_p,tg_033,supply,synth_020,runtime-cap
synth_020_p,tg_034,supply,synth_020,runtime-cap
synth_020_p,tg_038,supply,synth_020,runtime-cap
synth_020_p,tg_004,demand,synth_020,runtime-cap
synth_020_p,tg_006,demand,synth_020,runtime-cap
synth_020_p,tg_007,demand,synth_020,runtime-cap
synth_020_p,tg_023,demand,synth_020,runtime-cap
synth_020_p,tg_045,demand,synth_020,runtime-cap
synth_020_p,tg_076,demand,synth_020,runtime-cap
synth_020_p,tg_077,demand,synth_020,runtime-cap
synth_020_p,tg_085,demand,synth_020,runtime-cap
synth_020_p,tg_089,demand,synth_020,runtime-cap
synth_021_p,tg_006,supply,synth_021,runtime-cap
synth_021_p,tg_007,supply,synth_021,runtime-cap
synth_021_p,tg_010,supply,synth_021,runtime-cap
synth_021_p,tg_013,supply,synth_021,runtime-cap
synth_021_p,tg_016,supply,synth_021,runtime-cap
synth_021_p,tg_018,supply,synth_021,runtime-cap
synth_021_p,tg_021,supply,synth_021,runtime-cap
synth_021_p,tg_022,supply,synth_021,runtime-cap
synth_021_p,tg_027,supply,synth_021,runtime-cap
synth_021_p,tg_045,supply,synth_021,runtime-cap
synth_021_p,tg_001,demand,synth_021,runtime-cap
synth_021_p,tg_003,demand,synth_021,runtime-cap
synth_021_p,tg_011,demand,synth_021,runtime-cap
synth_021_p,tg_012,demand,synth_021,runtime-cap
synth_021_p,tg_015,demand,synth_021,runtime-cap
synth_021_p,tg_017,demand,synth_021,runtime-cap
synth_021_p,tg_019,demand,synth_021,runtime-cap
synth_021_p,tg_020,demand,synth_021,runtime-cap
synth_021_p,tg_025,demand,synth_021,runtime-cap
synth_021_p,tg_028,demand,synth_021,runtime-cap
synth_022_p,tg_001,supply,synth_022,runtime-cap
synth_022_p,tg_003,supply,synth_022,runtime-cap
synth_022_p,tg_015,supply,synth_022,runtime-cap
synth_022_p,tg_017,supply,synth_022,runtime-cap
synth_022_p,tg_019,supply,synth_022,runtime-cap
synth_022_p,tg_020,supply,synth_022,runtime-cap
synth_022_p,tg_024,supply,synth_022,runtime-cap
synth_022_p,tg_025,supply,synth_022,runtime-cap
synth_022_p,tg_028,supply,synth_022,runtime-cap
synth_022_p,tg_029,supply,synth_022,runtime-cap
synth_022_p,tg_002,demand,synth_022,runtime-cap
synth_022_p,tg_008,demand,synth_022,runtime-cap
synth_022_p,tg_009,demand,synth_022,runtime-cap
synth_022_p,tg_010,demand,synth_022,runtime-cap
synth_022_p,tg_013,demand,synth_022,runtime-cap
synth_022_p,tg_014,demand,synth_022,runtime-cap
synth_022_p,tg_016,demand,synth_022,runtime-cap
synth_022_p,tg_018,demand,synth_022,runtime-cap
synth_022_p,tg_022,demand,synth_022,runtime-cap
synth_022_p,tg_027,demand,synth_022,runtime-cap
synth_023_p,tg_002,supply,synth_023,runtime-cap
synth_023_p,tg_004,supply,synth_023,runtime-cap
synth_023_p,tg_009,supply,synth_023,runtime-cap
synth_023_p,tg_023,supply,synth_023,runtime-cap
synth_023_p,tg_037,supply,synth_023,runtime-cap
synth_023_p,tg_039,supply,synth_023,runtime-cap
synth_023_p,tg_064,supply,synth_023,runtime-cap
synth_023_p,tg_065,supply,synth_023,runtime-cap
synth_023_p,tg_068,supply,synth_023,runtime-cap
synth_023_p,tg_077,supply,synth_023,runtime-cap
synth_023_p,tg_005,demand,synth_023,runtime-cap
synth_023_p,tg_031,demand,synth_023,runtime-cap
synth_023_p,tg_033,demand,synth_023,runtime-cap
synth_023_p,tg_041,demand,synth_023,runtime-cap
synth_023_p,tg_043,demand,synth_023,runtime-cap
synth_023_p,tg_044,demand,synth_023,runtime-cap
synth_023_p,tg_061,demand,synth_023,runtime-cap
synth_023_p,tg_062,demand,synth_023,runtime-cap
synth_023_p,tg_098,demand,synth_023,runtime-cap
synth_024_p,tg_005,supply,synth_024,runtime-cap
synth_024_p,tg_008,supply,synth_024,runtime-cap
synth_024_p,tg_011,supply,synth_024,runtime-cap
synth_024_p,tg_012,supply,synth_024,runtime-cap
synth_024_p,tg_014,supply,synth_024,runtime-cap
synth_024_p,tg_030,supply,synth_024,runtime-cap
synth_024_p,tg_032,supply,synth_024,runtime-cap
synth_024_p,tg_033,supply,synth_024,runtime-cap
synth_024_p,tg_034,supply,synth_024,runtime-cap
synth_024_p,tg_038,supply,synth_024,runtime-cap
synth_024_p,tg_004,demand,synth_024,runtime-cap
synth_024_p,tg_006,demand,synth_024,runtime-cap
synth_024_p,tg_007,demand,synth_024,runtime-cap
synth_024_p,tg_023,demand,synth_024,runtime-cap
synth_024_p,tg_045,demand,synth_024,runtime-cap
synth_024_p,tg_076,demand,synth_024,runtime-cap
synth_024_p,tg_077,demand,synth_024,runtime-cap
synth_025_p,tg_006,supply,synth_025,runtime-cap
synth_025_p,tg_007,supply,synth_025,runtime-cap
synth_025_p,tg_010,supply,synth_025,runtime-cap
synth_025_p,tg_013,supply,synth_025,runtime-cap
synth_025_p,tg_016,supply,synth_025,runtime-cap
synth_025_p,tg_018,supply,synth_025,runtime-cap
synth_025_p,tg_021,supply,synth_025,runtime-cap
synth_025_p,tg_022,supply,synth_025,runtime-cap
synth_025_p,tg_027,supply,synth_025,runtime-cap
synth_025_p,tg_045,supply,synth_025,runtime-cap
synth_025_p,tg_001,demand,synth_025,runtime-cap
synth_025_p,tg_003,demand,synth_025,runtime-cap
synth_025_p,tg_011,demand,synth_025,runtime-cap
synth_025_p,tg_012,demand,synth_025,runtime-cap
synth_025_p,tg_015,demand,synth_025,runtime-cap
synth_025_p,tg_017,demand,synth_025,runtime-cap
synth_025_p,tg_019,demand,synth_025,runtime-cap
synth_025_p,tg_020,demand,synth_025,runtime-cap
synth_025_p,tg_025,demand,synth_025,runtime-cap
synth_025_p,tg_028,demand,synth_025,runtime-cap
synth_026_p,tg_001,supply,synth_026,runtime-cap
synth_026_p,tg_003,supply,synth_026,runtime-cap
synth_026_p,tg_015,supply,synth_026,runtime-cap
synth_026_p,tg_031,supply,synth_026,runtime-cap
synth_026_p,tg_035,supply,synth_026,runtime-cap
synth_026_p,tg_036,supply,synth_026,runtime-cap
synth_026_p,tg_040,supply,synth_026,runtime-cap
synth_026_p,tg_041,supply,synth_026,runtime-cap
synth_026_p,tg_043,supply,synth_026,runtime-cap
synth_026_p,tg_044,supply,synth_026,runtime-cap
synth_026_p,tg_002,demand,synth_026,runtime-cap
synth_026_p,tg_008,demand,synth_026,runtime-cap
synth_026_p,tg_009,demand,synth_026,runtime-cap
synth_026_p,tg_010,demand,synth_026,runtime-cap
synth_026_p,tg_013,demand,synth_026,runtime-cap
synth_026_p,tg_014,demand,synth_026,runtime-cap
synth_026_p,tg_030,demand,synth_026,runtime-cap
synth_026_p,tg_037,demand,synth_026,runtime-cap
synth_026_p,tg_039,demand,synth_026,runtime-cap
synth_026_p,tg_042,demand,synth_026,runtime-cap
synth_027_p,tg_002,supply,synth_027,runtime-cap
synth_027_p,tg_004,supply,synth_027,runtime-cap
synth_027_p,tg_009,supply,synth_027,runtime-cap
synth_027_p,tg_023,supply,synth_027,runtime-cap
synth_027_p,tg_037,supply,synth_027,runtime-cap
synth_027_p,tg_039,supply,synth_027,runtime-cap
synth_027_p,tg_052,supply,synth_027,runtime-cap
synth_027_p,tg_055,supply,synth_027,runtime-cap
synth_027_p,tg_057,supply,synth_027,runtime-cap
synth_027_p,tg_064,supply,synth_027,runtime-cap
synth_027_p,tg_005,demand,synth_027,runtime-cap
synth_027_p,tg_021,demand,synth_027,runtime-cap
synth_027_p,tg_024,demand,synth_027,runtime-cap
synth_027_p,tg_031,demand,synth_027,runtime-cap
synth_027_p,tg_033,demand,synth_027,runtime-cap
