62,npc_solar_guard_2,솔라 경비2,500,190,14,8,20.5,0.0212,14,14,0,"2,061.5"
63,npc_vega_red_12,베가 레드 요격 12,524,216,15,7,19.0,0.0211,14,14,0,"2,058.7"
64,npc_mock_pvp_ship_08,모의전함 08,500,188,14,8,20.5,0.0211,14,14,0,"2,058.6"
65,npc_vega_blue_8,베가 블루 요호 8,480,190,13,8,21.5,0.0205,14,14,0,"2,058.0"
66,npc_mock_pvp_ship_17,모의전함 17,502,186,14,8,20.5,0.0210,14,14,0,"2,057.7"
67,npc_vega_red_9,베가 레드 요격 9,522,214,15,7,19.0,0.0212,14,14,0,"2,054.8"
68,npc_vega_blue_7,베가 블루 요호 7,478,188,13,8,21.5,0.0206,14,14,0,"2,054.1"
69,npc_blue_fleet_5,블루전함5,510,170,14,8,20.5,0.0215,14,14,0,"2,049.0"
70,npc_vega_red_8,베가 레드 요격 8,520,210,15,7,19.0,0.0214,14,14,0,"2,049.0"
71,npc_mock_pvp_ship_05,모의전함 05,520,210,15,7,19.0,0.0210,14,14,0,"2,047.0"
72,npc_arcadia_orbit_2,아르카디아 순항2,488,188,14,8,20.5,0.0210,14,14,0,"2,046.1"
73,npc_ai_clan_pvp_flagship,대월기함,440,120,11,11,23.0,0.0256,14,14,0,"2,042.0"
74,npc_red_fleet_3,레드전함3,440,120,11,11,23.0,0.0256,14,14,0,"2,042.0"
75,npc_red_fleet_2,레드전함2,480,220,16,7,19.0,0.0224,14,14,0,"2,041.0"
76,npc_ai_clan_neutral_flagship,중립기함,470,180,13,8,21.5,0.0204,14,14,0,"2,035.5"
77,npc_mock_pvp_ship_13,모의전함 13,515,205,15,7,19.0,0.0209,14,14,0,"2,035.5"
78,npc_blue_fleet_4,블루전함4,470,180,13,8,21.5,0.0204,14,14,0,"2,035.5"
79,npc_blue_fleet_6,블루전함6,495,210,15,7,19.0,0.0210,14,14,0,"2,022.0"
80,npc_mock_pvp_ship_02,모의전함 02,490,170,13,8,20.5,0.0206,14,14,0,"2,009.5"
81,npc_mock_pvp_ship_07,모의전함 07,475,178,13,8,20.5,0.0204,14,14,0,"2,003.1"
82,npc_enemy_arcadia_03,아르카디아 추격함 03,580,200,14,8,16.0,0.0218,14,14,0,"1,999.0"
83,npc_vega_guard_1,베가 경비1,470,180,14,7,20.5,0.0205,14,14,0,"1,996.0"
84,npc_vega_blue_11,베가 블루 요호 11,476,186,13,7,20.5,0.0203,14,14,0,"1,993.2"
85,npc_arcadia_orbit_1,아르카디아 순항1,465,182,14,7,20.5,0.0204,14,14,0,"1,992.9"
86,npc_mock_pvp_ship_18,모의전함 18,474,182,13,7,20.5,0.0204,14,14,0,"1,986.9"
87,npc_draco_escort_01,드라코 호위함,460,190,13,7,20.5,0.0210,14,14,0,"1,985.5"
88,npc_mock_pvp_ship_19,모의전함 19,469,184,13,7,20.5,0.0203,14,14,0,"1,983.8"
89,npc_eden_orbit_4,에덴전함4,500,140,13,8,20.5,0.0202,14,14,0,"1,981.5"
90,npc_mock_pvp_ship_14,모의전함 14,472,178,13,7,20.5,0.0203,14,14,0,"1,979.6"
91,npc_mock_pvp_ship_16,모의전함 16,466,180,13,7,20.5,0.0202,14,14,0,"1,975.5"
92,npc_mock_pvp_ship_01,모의전함 01,480,180,12,7,20.5,0.0203,14,14,0,"1,975.0"
93,npc_mock_pvp_ship_06,모의전함 06,470,175,13,7,20.5,0.0201,14,14,0,"1,973.0"
94,npc_mock_pvp_ship_09,모의전함 09,468,176,13,7,20.5,0.0202,14,14,0,"1,972.7"
95,npc_mock_pvp_ship_10,모의전함 10,462,182,12,7,20.5,0.0200,14,14,0,"1,957.9"
96,npc_enemy_vega_01,베가 침입함 01,560,185,14,8,15.0,0.0230,14,14,0,"1,932.0"
97,npc_enemy_draco_03,드라코 추격함 03,440,155,13,7,19.5,0.0230,14,14,0,"1,898.5"
98,npc_enemy_minerva_01,미네르바 침입함 01,540,180,13,8,15.0,0.0228,14,13,0,"1,885.0"
99,npc_vega_blue_10,베가 블루 요호 10,460,225,11,6,18.0,0.0194,14,14,0,"1,882.0"
100,npc_mock_pvp_ship_15,모의전함 15,452,225,11,6,18.0,0.0193,14,14,0,"1,873.5"
101,npc_vega_guard_2,베가 경비2,430,230,12,6,18.0,0.0195,14,14,0,"1,873.5"
102,npc_mock_pvp_ship_04,모의전함 04,455,220,11,6,18.0,0.0194,14,14,0,"1,871.0"
103,npc_blue_fleet_2,블루전함2,380,260,10,6,19.0,0.0189,14,14,0,"1,861.5"
104,npc_draco_patrol_01,드라코 관측함,400,240,11,6,18.0,0.0190,14,14,0,"1,838.0"
105,npc_blue_fleet_3,블루전함3,420,160,12,5,20.0,0.0192,14,14,0,"1,828.0"
106,npc_mock_pvp_ship_11,모의전함 11,458,186,12,6,16.5,0.0198,14,14,0,"1,797.7"
107,npc_enemy_solar_01,솔라 침입함 01,520,175,13,7,14.0,0.0225,13,13,0,"1,797.5"
108,npc_solar_guard_1,솔라 경비1,455,175,13,6,16.5,0.0198,14,14,0,"1,796.5"
109,npc_ai_clan_safe_flagship,안전기함,455,175,13,6,16.5,0.0198,14,14,0,"1,796.5"
110,npc_enemy_arcadia_01,아르카디아 침입함 01,500,170,13,7,14.0,0.0225,13,13,0,"1,771.5"
111,npc_arc_presence_ship_01,루안급 근접수송 P-01,410,165,12,6,12.0,0.0198,14,14,0,"1,567.0"
112,npc_enemy_draco_02,드라코 잠행함 02,400,135,12,6,13.0,0.0218,13,13,0,"1,556.0"
113,npc_arc_presence_ship_02,테오반급 근접무역 P-02,405,168,11,6,12.0,0.0197,14,14,0,"1,550.1"
114,npc_arc_presence_ship_03,미코급 순환보급 P-03,400,170,11,5,12.0,0.0196,14,14,0,"1,527.0"
115,npc_arc_presence_ship_05,카이급 초계정찰 P-05,395,175,11,5,12.0,0.0194,14,14,0,"1,527.0"
116,npc_arc_presence_ship_04,조이급 정박보조 P-04,398,172,11,5,12.0,0.0195,14,14,0,"1,526.9"
117,npc_arc_presence_ship_06,사라급 광물수반 P-06,392,178,10,5,12.0,0.0193,14,14,0,"1,512.1"
118,npc_arc_presence_ship_09,노바급 소행성채굴 P-09,385,185,10,5,11.0,0.0190,14,14,0,"1,477.0"
119,npc_arc_presence_ship_11,윤급 민간순위 P-11,380,190,10,5,11.0,0.0188,14,14,0,"1,477.0"
120,npc_arc_presence_ship_07,데렉급 자재수송 P-07,390,180,10,5,11.0,0.0192,14,14,0,"1,477.0"
121,npc_arc_presence_ship_10,제이급 권역감시 P-10,383,187,10,5,11.0,0.0189,14,14,0,"1,476.9"
122,npc_arc_presence_ship_08,이안급 구난정찰 P-08,388,182,10,5,11.0,0.0191,14,14,0,"1,476.9"
123,npc_arc_presence_ship_12,리스급 외곽정찰 P-12,378,192,10,5,11.0,0.0187,14,14,0,"1,476.9"
124,npc_enemy_draco_01,드라코 성운함 01,360,110,11,5,11.0,0.0225,12,12,0,"1,374.5"
125,Player_scout_ship,레인저,70,80,14,4,6.5,0.0320,14,14,0,983.5
126,Player_freighter,생존포드,150,30,10,2,5.5,0.0140,14,14,0,778.5
127,npc_wave_invader_t11,웨이브 적함 T11(지역 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
128,npc_wave_invader_t19,웨이브 적함 T19(코스메가 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
129,npc_wave_invader_t18,웨이브 적함 T18(시귤러리티 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
130,npc_wave_invader_t17,웨이브 적함 T17(카이로스 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
131,npc_wave_invader_t16,웨이브 적함 T16(하이퍼 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
132,npc_wave_invader_t15,웨이브 적함 T15(근격 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
133,npc_wave_invader_t14,웨이브 적함 T14(플라즈노바 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
134,npc_wave_invader_t13,웨이브 적함 T13(가이드 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
135,npc_wave_invader_t12,웨이브 적함 T12(섬멸 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
136,npc_wave_invader_t8,웨이브 적함 T8(근거리 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
137,npc_wave_invader_t10,웨이브 적함 T10(플라즈마 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
138,npc_wave_invader_t9,웨이브 적함 T9(연발 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
139,npc_wave_invader_t7,웨이브 적함 T7(레일 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
140,npc_wave_invader_t6,웨이브 적함 T6(중형 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
141,npc_wave_invader_t4,웨이브 적함 T4(고속 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
142,npc_wave_invader_t3,웨이브 적함 T3(유격 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
143,npc_wave_invader_t2,웨이브 적함 T2(로켓 연발),80,40,8,4,6.5,0.0180,8,8,0,725.5
144,npc_wave_invader_t1,웨이브 적함 T1(기본),80,40,8,4,6.5,0.0180,8,8,0,725.5
145,npc_wave_invader_t5,웨이브 적함 T5(융합 로켓),80,40,8,4,6.5,0.0180,8,8,0,725.5
